ID1,ID2,ID3,ID4,V1,V2,V3,V4
101,113,93,129,-0.8485,-0.2280,0.2925,0.0000
102,67,53,27,0.2595,0.4385,2.6165,0.0000
102,67,53,73,0.0000,0.0000,0.0000,0.0000
103,95,45,35,0.0000,0.0000,0.1500,0.0000
103,95,45,37,0.0000,0.0000,0.1500,0.0000
103,95,45,39,0.0000,0.0000,0.1500,0.0000
104,92,67,41,0.0000,0.0000,0.0000,0.0000
104,92,67,53,0.0000,0.0000,0.0000,0.0000
104,92,67,102,0.0000,0.0000,0.0000,0.0000
105,115,92,67,0.0000,2.4500,0.0000,0.0000
105,115,92,104,0.0000,2.4500,0.0000,0.0000
107,123,71,50,0.9325,0.0445,0.1755,0.0000
107,123,71,61,0.0000,0.0000,0.0000,0.0000
107,158,143,106,0.0000,0.0000,0.1500,0.0000
107,158,143,131,0.0000,0.0000,0.1500,0.0000
107,158,143,187,1.3660,-0.1145,0.2425,0.0000
108,146,130,86,0.0000,0.0000,0.1500,0.0000
108,146,130,100,0.0000,0.0000,0.1500,0.0000
108,146,130,161,0.0000,0.0000,0.1500,0.0000
109,95,45,35,0.0000,0.0000,-0.0380,0.0000
109,95,45,37,-2.3870,1.5155,0.0000,0.0000
109,95,45,39,0.0000,0.0000,-0.0380,0.0000
112,125,98,72,0.0000,1.9500,0.0000,0.0000
112,125,98,114,0.0000,1.9500,0.0000,0.0000
115,92,67,41,0.0000,0.0000,0.0000,0.0000
115,92,67,53,0.3715,1.2540,-0.4025,0.0000
115,92,67,102,0.9325,0.0445,0.1755,0.0000
115,137,91,47,0.5835,-0.2630,0.4025,0.0000
115,137,91,85,0.0000,0.0000,0.2320,0.0000
115,137,91,118,0.0000,0.0000,0.2320,0.0000
116,164,156,122,0.0000,0.0000,0.1500,0.0000
116,164,156,142,1.3235,0.4770,0.2610,0.0000
116,164,156,219,0.3390,0.6380,0.0000,0.0000
117,86,69,48,0.0000,0.0000,0.1500,0.0000
117,86,69,49,0.0000,0.0000,0.1500,0.0000
117,86,69,112,0.0000,0.0000,-0.2910,0.0000
118,91,47,28,0.0000,0.0000,-0.0500,0.0000
118,91,47,36,0.0000,0.0000,0.1500,0.0000
118,91,47,51,0.0000,0.0000,0.1500,0.0000
119,89,44,30,0.0000,0.0000,0.1500,0.0000
119,89,44,34,0.0000,0.0000,0.1500,0.0000
119,89,44,43,0.0000,0.0000,0.1500,0.0000
121,138,95,45,0.0000,0.0000,0.0000,0.0000
121,138,95,103,0.0000,0.0000,0.0000,0.0000
121,138,95,109,0.0000,0.0000,0.0000,0.0000
122,156,142,109,0.0000,0.0000,0.0000,0.0000
122,156,142,151,0.0000,0.0000,0.0000,0.0000
123,71,50,24,1.1500,3.0445,0.0000,0.0000
123,71,50,63,0.0000,2.4500,0.0000,0.0000
124,102,67,41,0.0000,0.0000,0.1500,0.0000
124,102,67,53,0.0000,0.0000,0.2320,0.0000
124,102,67,92,0.0000,0.0000,-0.0380,0.0000
124,102,75,52,0.0000,0.0000,0.1500,0.0000
124,102,75,54,0.0000,0.0000,0.1500,0.0000
124,102,75,111,0.0000,0.0000,-0.1125,0.0000
125,112,69,48,0.0000,0.0000,0.0885,0.0000
125,112,69,49,0.0000,0.0000,0.0885,0.0000
125,112,69,86,0.9145,0.1215,-0.2490,0.0000
126,116,66,42,0.0000,0.0000,0.1500,0.0000
126,116,66,55,0.0000,0.0000,0.1500,0.0000
126,116,66,74,0.0000,0.0000,0.1500,0.0000
127,89,44,30,0.6500,-0.0250,0.1000,0.0000
127,89,44,34,0.0000,0.0000,0.1500,0.0000
127,89,44,43,0.0000,0.0000,0.1500,0.0000
128,127,89,44,0.0000,0.0000,0.1500,0.0000
128,127,89,90,0.0000,0.0000,0.1500,0.0000
128,127,89,119,0.0000,0.0000,0.1500,0.0000
128,127,94,65,0.0000,0.0000,0.0000,0.0000
128,127,94,120,0.0000,0.0000,0.0000,0.0000
130,86,69,48,0.0000,0.0000,0.1500,0.0000
130,86,69,49,0.0000,0.0000,0.1500,0.0000
130,86,69,112,1.3660,-0.1145,0.2425,0.0000
132,112,69,48,0.0000,0.0000,0.0000,0.0000
132,112,69,49,0.0000,0.0000,0.0000,0.0000
132,112,69,86,-0.0950,-0.2085,0.2090,0.0000
135,140,80,46,0.0000,0.0000,0.2320,0.0000
135,140,80,68,0.0000,0.0000,-0.0380,0.0000
135,140,80,81,0.0000,0.0000,0.1500,0.0000
137,91,47,28,-1.0300,-0.1565,0.1575,0.0000
137,91,47,36,0.0000,0.0000,0.1500,0.0000
137,91,47,51,0.0000,0.0000,0.1500,0.0000
137,115,92,67,1.1500,3.0445,0.0000,0.0000
137,115,92,104,0.0000,3.0445,0.0000,0.0000
138,95,45,35,0.0000,0.0000,0.2320,0.0000
138,95,45,37,-4.7285,-0.0770,-0.1265,0.0000
138,95,45,39,0.0000,0.0000,0.2320,0.0000
139,102,67,41,0.0000,0.0000,0.1500,0.0000
139,102,67,53,0.0000,0.0000,0.2320,0.0000
139,102,67,92,0.0000,0.0000,-0.0380,0.0000
139,102,75,52,0.0000,0.0000,0.1500,0.0000
139,102,75,54,0.0000,0.0000,0.1500,0.0000
139,102,75,111,0.0000,0.0000,-0.1125,0.0000
140,80,46,22,0.2595,0.4385,2.6165,0.0000
140,80,46,56,0.0000,0.0000,0.0000,0.0000
140,80,68,60,0.0000,0.0000,0.0000,0.0000
140,80,68,70,0.9325,0.0445,0.1755,0.0000
141,137,91,47,0.0000,0.0000,0.1500,0.0000
141,137,91,85,0.0000,0.0000,0.1500,0.0000
141,137,91,118,0.0000,0.0000,0.1500,0.0000
141,137,115,92,0.0000,0.0000,0.0000,0.0000
141,137,115,105,0.0000,0.0000,0.0000,0.0000
142,109,95,45,0.9325,0.0445,0.1755,0.0000
142,109,95,103,0.0000,0.0000,0.0000,0.0000
142,109,95,138,0.3715,1.2540,-0.4025,0.0000
143,158,107,77,0.0000,0.0000,0.1500,0.0000
143,158,107,82,0.0000,0.0000,0.1500,0.0000
143,158,107,123,0.6500,-0.0250,0.1000,0.0000
143,187,182,136,0.0000,3.9680,0.0000,0.0000
143,187,182,248,0.0000,3.9680,0.0000,0.0000
144,88,58,25,0.9325,0.0445,0.1755,0.0000
144,88,58,57,0.0000,0.0000,0.0000,0.0000
144,88,58,70,0.3715,1.2540,-0.4025,0.0000
145,171,146,108,0.0000,0.0000,0.0000,0.0000
145,171,146,130,0.0000,0.0000,0.0000,0.0000
145,171,146,180,0.0000,0.0000,0.0000,0.0000
146,130,86,62,0.0000,0.0000,0.1500,0.0000
146,130,86,69,0.6500,-0.0250,0.1000,0.0000
146,130,86,117,0.0000,0.0000,0.1500,0.0000
147,120,93,59,0.0000,0.0000,0.0000,0.0000
147,120,93,113,0.0000,0.0000,0.0000,0.0000
147,120,93,129,0.0000,0.0000,0.0000,0.0000
147,120,94,65,0.0000,2.4500,0.0000,0.0000
147,120,94,127,0.0000,2.4500,0.0000,0.0000
148,154,123,71,0.0000,0.0000,0.0000,0.0000
148,154,123,107,0.0000,0.0000,0.0000,0.0000
148,154,123,150,0.0000,0.0000,0.0000,0.0000
149,144,88,58,0.0000,2.4500,0.0000,0.0000
149,144,88,78,0.0000,2.4500,0.0000,0.0000
150,123,71,50,0.0000,0.0000,0.0000,0.0000
150,123,71,61,0.0000,0.0000,0.0000,0.0000
150,123,107,77,0.0000,0.0000,0.1500,0.0000
150,123,107,82,0.0000,0.0000,0.1500,0.0000
150,123,107,158,0.0000,0.0000,0.1500,0.0000
151,142,109,87,0.0000,2.4500,0.0000,0.0000
151,142,109,95,0.0000,2.4500,0.0000,0.0000
152,140,80,46,2.7145,-0.4395,0.5290,0.0000
152,140,80,68,-2.8270,-0.4360,0.0000,0.0000
152,140,80,81,0.0000,0.0000,0.2340,0.0000
153,183,180,146,0.0000,3.0445,0.0000,0.0000
153,183,180,222,0.0000,2.4500,0.0000,0.0000
154,123,71,50,0.3715,1.2540,-0.4025,0.0000
154,123,71,61,0.0000,0.0000,0.0000,0.0000
154,123,107,77,0.0000,0.0000,0.2320,0.0000
154,123,107,82,0.0000,0.0000,0.2320,0.0000
154,123,107,158,0.9105,0.4755,0.5840,0.0000
155,113,76,83,0.0000,0.0000,0.2250,0.0000
155,113,93,59,0.0000,0.0000,0.1500,0.0000
155,113,93,120,0.0000,0.0000,0.2320,0.0000
155,113,93,129,0.0000,0.0000,-0.0380,0.0000
155,113,101,64,0.0000,0.0000,0.1500,0.0000
155,113,101,110,0.0000,0.0000,0.1500,0.0000
155,113,101,134,0.0000,0.0000,0.1500,0.0000
156,142,109,87,0.0000,3.0445,0.0000,0.0000
156,142,109,95,1.1500,3.0445,0.0000,0.0000
156,164,116,66,0.6500,-0.0250,0.1000,0.0000
156,164,116,99,0.0000,0.0000,0.1500,0.0000
156,164,116,126,0.0000,0.0000,0.1500,0.0000
156,219,210,162,0.0000,2.4500,0.0000,0.0000
156,219,210,273,1.1500,3.0445,0.0000,0.0000
157,152,140,80,-0.4955,-0.4345,0.3695,0.0000
157,152,140,135,0.0000,0.0000,0.2250,0.0000
157,152,140,184,-0.1780,-0.0870,0.2460,0.0000
159,111,75,52,0.0000,0.0000,0.0000,0.0000
159,111,75,54,0.0000,0.0000,0.0000,0.0000
159,111,75,102,0.0000,0.2730,0.0000,0.0000
160,189,164,116,0.0000,0.0000,0.1500,0.0000
160,189,164,156,0.0000,0.0000,0.1500,0.0000
160,189,164,201,0.0000,0.0000,0.1500,0.0000
161,130,86,62,0.0000,0.0000,0.1500,0.0000
161,130,86,69,0.0000,0.0000,0.1500,0.0000
161,130,86,117,0.0000,0.0000,0.1500,0.0000
163,125,98,72,0.0000,1.9500,0.0000,0.0000
163,125,98,114,0.0000,1.9500,0.0000,0.0000
163,125,112,69,0.0000,3.9680,0.0000,0.0000
163,125,112,132,0.0000,1.9500,0.0000,0.0000
164,116,66,42,0.0000,0.0000,0.1500,0.0000
164,116,66,55,0.0000,0.0000,0.1500,0.0000
164,116,66,74,0.0000,0.0000,0.1500,0.0000
164,156,142,109,0.2595,0.4385,2.6165,0.0000
164,156,142,151,0.0000,0.0000,0.0000,0.0000
166,185,144,88,0.0000,0.0000,0.0000,0.0000
166,185,144,149,0.0000,0.0000,0.0000,0.0000
168,225,223,167,0.0000,0.0000,0.0000,0.0000
168,225,223,278,0.0000,0.0000,0.0000,0.0000
170,158,107,77,0.0000,0.0000,0.1500,0.0000
170,158,107,82,0.0000,0.0000,0.1500,0.0000
170,158,107,123,0.0000,0.0000,0.1500,0.0000
170,158,143,106,0.0000,0.0000,0.1500,0.0000
170,158,143,131,0.0000,0.0000,0.1500,0.0000
170,158,143,187,0.0000,0.0000,-0.2910,0.0000
171,146,130,86,-0.3390,0.8265,0.0000,0.0000
171,146,130,100,0.0000,0.0000,-0.0380,0.0000
171,146,130,161,0.0000,0.0000,-0.0380,0.0000
174,163,125,98,0.0000,1.9500,0.0000,0.0000
174,163,125,112,0.0000,1.9500,0.0000,0.0000
175,129,93,59,0.0000,0.0000,0.0000,0.0000
175,129,93,113,0.9325,0.0445,0.1755,0.0000
175,129,93,120,0.3715,1.2540,-0.4025,0.0000
175,220,186,154,0.3715,1.2540,-0.4025,0.0000
175,220,186,205,0.0000,0.0000,0.0000,0.0000
176,163,125,98,0.0000,1.9500,0.0000,0.0000
176,163,125,112,0.0000,1.9500,0.0000,0.0000
179,184,140,80,0.0000,0.0000,0.1500,0.0000
179,184,140,135,0.0000,0.0000,0.1500,0.0000
179,184,140,152,0.0000,0.0000,0.2340,0.0000
180,146,130,86,0.9105,0.4755,0.5840,0.0000
180,146,130,100,0.0000,0.0000,0.2320,0.0000
180,146,130,161,0.0000,0.0000,0.2320,0.0000
181,127,89,44,0.3195,-0.1070,0.1995,0.0000
181,127,89,90,0.0000,0.0000,0.2320,0.0000
181,127,89,119,0.0000,0.0000,0.2320,0.0000
181,127,94,65,0.0000,0.0000,0.0000,0.0000
181,127,94,120,0.3715,1.2540,-0.4025,0.0000
182,187,143,106,0.0000,0.0000,0.0885,0.0000
182,187,143,131,0.0000,0.0000,0.0885,0.0000
182,187,143,158,0.9145,0.1215,-0.2490,0.0000
183,180,146,108,0.0000,0.0000,0.0000,0.0000
183,180,146,130,0.2595,0.4385,2.6165,0.0000
183,180,146,171,-0.2980,0.1395,-2.4565,0.0000
183,252,213,165,0.0000,0.0000,-0.0380,0.0000
183,252,213,197,0.0000,0.0000,-0.0380,0.0000
183,252,213,265,-2.3870,1.5155,0.0000,0.0000
184,140,80,46,0.4225,-0.4810,0.3565,0.0000
184,140,80,68,-0.8485,-0.2280,0.2925,0.0000
184,140,80,81,0.0000,0.0000,0.1500,0.0000
185,144,88,58,1.1500,3.0445,0.0000,0.0000
185,144,88,78,0.0000,3.0445,0.0000,0.0000
185,229,214,178,0.0000,2.4500,0.0000,0.0000
185,229,214,237,1.1500,3.0445,0.0000,0.0000
186,154,123,71,-0.2980,0.1395,-2.4565,0.0000
186,154,123,107,0.2595,0.4385,2.6165,0.0000
186,154,123,150,0.0000,0.0000,0.0000,0.0000
186,220,175,129,-0.2980,0.1395,-2.4565,0.0000
186,220,175,199,0.0000,0.0000,0.0000,0.0000
187,182,136,96,0.0000,1.9500,0.0000,0.0000
187,182,136,133,0.0000,1.9500,0.0000,0.0000
188,233,206,177,0.0000,0.0000,0.0000,0.0000
188,233,206,211,0.0000,0.0000,0.0000,0.0000
189,164,116,66,0.6500,-0.0250,0.1000,0.0000
189,164,116,99,0.0000,0.0000,0.1500,0.0000
189,164,116,126,0.0000,0.0000,0.1500,0.0000
189,164,156,122,0.0000,0.0000,0.1500,0.0000
189,164,156,142,1.3235,0.4770,0.2610,0.0000
189,164,156,219,0.3390,0.6380,0.0000,0.0000
190,138,95,45,0.2595,0.4385,2.6165,0.0000
190,138,95,103,0.0000,0.0000,0.0000,0.0000
190,138,95,109,-0.2980,0.1395,-2.4565,0.0000
190,237,214,178,0.0000,0.0000,0.0000,0.0000
190,237,214,229,-0.2980,0.1395,-2.4565,0.0000
190,237,227,169,0.0000,0.0000,-0.0380,0.0000
190,237,227,232,0.0000,0.0000,-0.0380,0.0000
190,237,227,281,-0.4580,0.2055,0.0000,0.0000
191,189,164,116,0.0000,0.0000,0.1500,0.0000
191,189,164,156,0.0000,0.0000,0.1500,0.0000
191,189,164,201,0.0000,0.0000,0.1500,0.0000
192,181,127,89,0.0000,0.0000,0.0000,0.0000
192,181,127,94,0.0000,0.0000,0.0000,0.0000
192,181,127,128,0.0000,0.0000,0.0000,0.0000
193,158,107,77,0.0000,0.0000,0.1500,0.0000
193,158,107,82,0.0000,0.0000,0.1500,0.0000
193,158,107,123,0.0000,0.0000,0.1500,0.0000
193,158,143,106,0.0000,0.0000,0.1500,0.0000
193,158,143,131,0.0000,0.0000,0.1500,0.0000
193,158,143,187,0.0000,0.0000,-0.2910,0.0000
194,230,218,172,0.0000,0.0000,0.1500,0.0000
194,230,218,202,0.0000,0.0000,0.1500,0.0000
194,230,218,291,0.0000,0.0000,0.2320,0.0000
195,184,140,80,0.0000,0.0000,0.1500,0.0000
195,184,140,135,0.0000,0.0000,0.1500,0.0000
195,184,140,152,0.0000,0.0000,0.2340,0.0000
199,175,129,93,0.0000,2.4500,0.0000,0.0000
199,175,129,97,0.0000,2.4500,0.0000,0.0000
200,137,91,47,-1.3460,0.4180,0.0000,0.0000
200,137,91,85,0.0000,0.0000,-0.0380,0.0000
200,137,91,118,0.0000,0.0000,-0.0380,0.0000
200,137,115,92,-0.2980,0.1395,-2.4565,0.0000
200,137,115,105,0.0000,0.0000,0.0000,0.0000
201,164,116,66,0.0000,0.0000,0.1500,0.0000
201,164,116,99,0.0000,0.0000,0.1500,0.0000
201,164,116,126,0.0000,0.0000,0.1500,0.0000
201,164,156,122,0.0000,0.0000,0.1500,0.0000
201,164,156,142,0.0000,0.0000,0.2320,0.0000
201,164,156,219,0.0000,0.0000,-0.0380,0.0000
203,259,233,188,0.0000,0.0000,0.1500,0.0000
203,259,233,206,0.0000,0.0000,-0.1125,0.0000
203,259,233,282,0.0000,0.0000,0.1500,0.0000
205,186,154,123,0.0000,3.0445,0.0000,0.0000
205,186,154,148,0.0000,2.4500,0.0000,0.0000
209,230,218,172,0.0000,0.0000,0.1500,0.0000
209,230,218,202,0.0000,0.0000,0.1500,0.0000
209,230,218,291,0.0000,0.0000,0.2320,0.0000
210,219,156,122,0.0000,0.0000,0.0000,0.0000
210,219,156,142,0.3715,1.2540,-0.4025,0.0000
210,219,156,164,0.9325,0.0445,0.1755,0.0000
210,273,263,207,0.0000,0.0000,0.2320,0.0000
210,273,263,286,0.9105,0.4755,0.5840,0.0000
210,273,263,300,0.0000,0.0000,0.2320,0.0000
210,273,267,204,0.0000,0.0000,0.0000,0.0000
210,273,267,341,0.3715,1.2540,-0.4025,0.0000
212,220,175,129,0.0000,0.0000,0.0000,0.0000
212,220,175,199,0.0000,0.0000,0.0000,0.0000
212,220,186,154,0.0000,0.0000,0.0000,0.0000
212,220,186,205,0.0000,0.0000,0.0000,0.0000
213,252,183,153,0.0000,0.0000,0.0000,0.0000
213,252,183,180,0.9325,0.0445,0.1755,0.0000
214,229,185,144,0.3715,1.2540,-0.4025,0.0000
214,229,185,166,0.0000,0.0000,0.0000,0.0000
214,229,185,250,0.9325,0.0445,0.1755,0.0000
214,237,190,138,0.3715,1.2540,-0.4025,0.0000
214,237,190,221,0.0000,0.0000,0.0000,0.0000
214,237,227,169,0.0000,0.0000,0.2320,0.0000
214,237,227,232,0.0000,0.0000,0.2320,0.0000
214,237,227,281,0.2640,0.1615,0.2585,0.0000
216,250,185,144,0.0000,0.0000,0.2320,0.0000
216,250,185,166,0.0000,0.0000,0.1500,0.0000
