ID1,ID2,ID3,ID4,V1,V2,V3,V4
216,250,185,229,0.0000,0.0000,-0.0380,0.0000
219,156,142,109,-0.2980,0.1395,-2.4565,0.0000
219,156,142,151,0.0000,0.0000,0.0000,0.0000
220,175,129,93,1.1500,3.0445,0.0000,0.0000
220,175,129,97,0.0000,3.0445,0.0000,0.0000
220,186,154,123,1.1500,3.0445,0.0000,0.0000
220,186,154,148,0.0000,2.4500,0.0000,0.0000
221,190,138,95,0.0000,3.0445,0.0000,0.0000
221,190,138,121,0.0000,2.4500,0.0000,0.0000
222,180,146,108,0.0000,0.0000,0.0000,0.0000
222,180,146,130,0.0000,0.0000,0.0000,0.0000
222,180,146,171,0.0000,0.0000,0.0000,0.0000
224,200,137,91,0.0000,0.0000,0.0000,0.0000
224,200,137,115,0.0000,0.0000,0.0000,0.0000
224,200,137,141,0.0000,0.0000,0.0000,0.0000
225,268,261,208,0.0000,0.0000,0.0000,0.0000
225,268,261,317,0.9325,0.0445,0.1755,0.0000
227,237,190,138,0.9325,0.0445,0.1755,0.0000
227,237,190,221,0.0000,0.0000,0.0000,0.0000
227,237,214,178,0.0000,0.0000,0.0000,0.0000
227,237,214,229,0.2595,0.4385,2.6165,0.0000
227,281,256,196,0.0000,0.0000,0.1500,0.0000
227,281,256,247,0.0000,0.0000,0.1500,0.0000
227,281,256,289,0.0000,0.0000,0.1500,0.0000
228,284,271,215,0.0000,1.9500,0.0000,0.0000
228,284,271,312,0.0000,1.9500,0.0000,0.0000
229,185,144,88,-0.2980,0.1395,-2.4565,0.0000
229,185,144,149,0.0000,0.0000,0.0000,0.0000
231,253,200,137,0.0000,2.4500,0.0000,0.0000
231,253,200,224,0.0000,2.4500,0.0000,0.0000
237,190,138,95,1.1500,3.0445,0.0000,0.0000
237,190,138,121,0.0000,2.4500,0.0000,0.0000
238,244,181,127,0.0000,3.0445,0.0000,0.0000
238,244,181,192,0.0000,2.4500,0.0000,0.0000
239,268,225,168,0.0000,0.0000,0.1500,0.0000
239,268,225,223,0.0000,0.0000,0.1500,0.0000
239,268,225,255,0.0000,0.0000,0.1500,0.0000
239,268,261,208,0.0000,0.0000,0.0000,0.0000
239,268,261,317,0.0000,0.0000,0.0000,0.0000
241,187,143,106,0.0000,0.0000,0.0000,0.0000
241,187,143,131,0.0000,0.0000,0.0000,0.0000
241,187,143,158,-0.0950,-0.2085,0.2090,0.0000
241,187,182,136,0.0000,1.9500,0.0000,0.0000
241,187,182,248,0.0000,1.9500,0.0000,0.0000
242,184,140,80,0.0000,0.0000,0.1500,0.0000
242,184,140,135,0.0000,0.0000,0.1500,0.0000
242,184,140,152,0.0000,0.0000,0.2340,0.0000
243,305,291,218,1.1500,3.0445,0.0000,0.0000
243,305,291,355,1.1500,3.0445,0.0000,0.0000
244,181,127,89,0.2595,0.4385,2.6165,0.0000
244,181,127,94,-0.2980,0.1395,-2.4565,0.0000
244,181,127,128,0.0000,0.0000,0.0000,0.0000
244,326,314,293,-0.2980,0.1395,-2.4565,0.0000
244,326,314,334,0.0000,0.0000,0.0000,0.0000
245,248,182,136,0.0000,1.9500,0.0000,0.0000
245,248,182,187,0.0000,1.9500,0.0000,0.0000
246,171,146,108,0.0000,0.0000,0.0000,0.0000
246,171,146,130,0.9325,0.0445,0.1755,0.0000
246,171,146,180,0.3715,1.2540,-0.4025,0.0000
248,182,136,96,0.0000,1.9500,0.0000,0.0000
248,182,136,133,0.0000,1.9500,0.0000,0.0000
249,189,164,116,0.0000,0.0000,0.1500,0.0000
249,189,164,156,0.0000,0.0000,0.1500,0.0000
249,189,164,201,0.0000,0.0000,0.1500,0.0000
250,185,144,88,0.2595,0.4385,2.6165,0.0000
250,185,144,149,0.0000,0.0000,0.0000,0.0000
250,307,274,234,0.0000,0.0000,0.1500,0.0000
250,307,274,240,0.0000,0.0000,0.1500,0.0000
250,307,274,322,0.0000,0.0000,0.1500,0.0000
251,287,250,185,0.0000,0.0000,0.1500,0.0000
251,287,250,216,0.0000,0.0000,0.1500,0.0000
251,287,250,307,0.0000,0.0000,0.1500,0.0000
252,183,180,146,1.1500,3.0445,0.0000,0.0000
252,183,180,222,0.0000,2.4500,0.0000,0.0000
253,200,137,91,0.9325,0.0445,0.1755,0.0000
253,200,137,115,0.3715,1.2540,-0.4025,0.0000
253,200,137,141,0.0000,0.0000,0.0000,0.0000
254,286,263,207,0.0000,0.0000,0.1500,0.0000
254,286,263,273,0.0000,0.0000,0.1500,0.0000
254,286,263,300,0.0000,0.0000,0.1500,0.0000
254,286,283,226,0.0000,0.0000,0.1500,0.0000
254,286,283,303,0.0000,0.0000,0.1500,0.0000
254,286,283,330,0.0000,0.0000,-0.2910,0.0000
255,225,223,167,0.0000,0.0000,0.0000,0.0000
255,225,223,278,0.0000,0.0000,0.0000,0.0000
256,281,227,169,0.0000,0.0000,0.1500,0.0000
256,281,227,232,0.0000,0.0000,0.1500,0.0000
256,281,227,237,0.6500,-0.0250,0.1000,0.0000
257,272,243,198,0.0000,0.0000,0.0000,0.0000
257,272,243,217,0.0000,0.0000,0.0000,0.0000
257,272,243,305,0.0000,0.0000,0.0000,0.0000
258,295,259,203,0.0000,0.0000,0.1500,0.0000
258,295,259,233,0.0000,0.0000,0.1500,0.0000
258,295,259,294,0.0000,0.0000,0.1500,0.0000
259,233,206,177,0.0000,0.2730,0.0000,0.0000
259,233,206,211,0.0000,0.2730,0.0000,0.0000
260,265,213,165,0.0000,0.0000,0.0000,0.0000
260,265,213,197,0.0000,0.0000,0.0000,0.0000
260,265,213,252,0.0000,0.2730,0.0000,0.0000
261,268,225,168,0.0000,0.0000,-0.0380,0.0000
261,268,225,223,-2.3870,1.5155,0.0000,0.0000
261,268,225,255,0.0000,0.0000,-0.0380,0.0000
262,229,185,144,0.0000,0.0000,0.0000,0.0000
262,229,185,166,0.0000,0.0000,0.0000,0.0000
262,229,185,250,0.0000,0.0000,0.0000,0.0000
262,229,214,178,0.0000,2.4500,0.0000,0.0000
262,229,214,237,0.0000,3.0445,0.0000,0.0000
263,273,210,162,0.0000,0.0000,0.0000,0.0000
263,273,210,219,0.2595,0.4385,2.6165,0.0000
263,273,267,204,0.0000,0.0000,0.0000,0.0000
263,273,267,341,0.9325,0.0445,0.1755,0.0000
263,286,283,226,0.0000,0.0000,0.1500,0.0000
263,286,283,303,0.0000,0.0000,0.1500,0.0000
263,286,283,330,1.3660,-0.1145,0.2425,0.0000
264,290,246,171,0.0000,0.0000,0.0000,0.0000
264,290,246,275,0.0000,0.0000,0.0000,0.0000
267,273,210,162,0.0000,0.0000,0.0000,0.0000
267,273,210,219,-0.2980,0.1395,-2.4565,0.0000
267,273,263,207,0.0000,0.0000,-0.0380,0.0000
267,273,263,286,-0.3390,0.8265,0.0000,0.0000
267,273,263,300,0.0000,0.0000,-0.0380,0.0000
268,225,223,167,0.0000,0.2730,0.0000,0.0000
268,225,223,278,0.0000,0.2730,0.0000,0.0000
269,252,183,153,0.0000,0.0000,0.0000,0.0000
269,252,183,180,0.0000,0.0000,0.0000,0.0000
269,252,213,165,0.0000,0.0000,0.1500,0.0000
269,252,213,197,0.0000,0.0000,0.1500,0.0000
269,252,213,265,0.0000,0.0000,0.1500,0.0000
270,328,317,261,0.0000,0.0000,0.0000,0.0000
270,328,317,360,0.0000,0.0000,0.0000,0.0000
271,284,228,173,0.0000,1.9500,0.0000,0.0000
271,284,228,235,0.0000,1.9500,0.0000,0.0000
274,307,250,185,0.6500,-0.0250,0.1000,0.0000
274,307,250,216,0.0000,0.0000,0.1500,0.0000
274,307,250,287,0.6500,-0.0250,0.1000,0.0000
275,246,171,145,0.0000,2.4500,0.0000,0.0000
275,246,171,146,0.0000,2.4500,0.0000,0.0000
277,293,290,246,0.0000,0.0000,0.0000,0.0000
277,293,290,264,0.0000,0.0000,0.0000,0.0000
277,293,290,378,0.0000,0.0000,0.0000,0.0000
279,219,156,122,0.0000,0.0000,0.0000,0.0000
279,219,156,142,0.0000,0.0000,0.0000,0.0000
279,219,156,164,0.0000,0.0000,0.0000,0.0000
279,219,210,162,0.0000,2.4500,0.0000,0.0000
279,219,210,273,0.0000,3.0445,0.0000,0.0000
282,233,206,177,0.0000,0.0000,0.0000,0.0000
282,233,206,211,0.0000,0.0000,0.0000,0.0000
283,286,263,207,0.0000,0.0000,0.1500,0.0000
283,286,263,273,0.6500,-0.0250,0.1000,0.0000
283,286,263,300,0.0000,0.0000,0.1500,0.0000
285,281,227,169,0.0000,0.0000,0.1500,0.0000
285,281,227,232,0.0000,0.0000,0.1500,0.0000
285,281,227,237,0.0000,0.0000,0.1500,0.0000
285,281,256,196,0.0000,0.0000,0.1500,0.0000
285,281,256,247,0.0000,0.0000,0.1500,0.0000
285,281,256,289,0.0000,0.0000,0.1500,0.0000
287,250,185,144,1.3235,0.4770,0.2610,0.0000
287,250,185,166,0.0000,0.0000,0.1500,0.0000
287,250,185,229,0.3390,0.6380,0.0000,0.0000
288,332,298,236,0.0000,0.0000,0.1500,0.0000
288,332,298,301,0.0000,0.0000,0.1500,0.0000
288,332,298,343,0.0000,0.0000,0.1500,0.0000
290,246,171,145,0.0000,3.0445,0.0000,0.0000
290,246,171,146,1.1500,3.0445,0.0000,0.0000
291,305,243,198,0.0000,0.0000,0.0000,0.0000
291,305,243,217,0.0000,0.0000,0.0000,0.0000
291,305,243,272,0.4465,1.5380,-0.4745,0.0000
291,355,313,230,0.4225,-0.4810,0.3565,0.0000
291,355,313,333,0.0000,0.0000,0.2320,0.0000
291,355,313,339,0.0000,0.0000,0.2320,0.0000
293,290,246,171,-0.2980,0.1395,-2.4565,0.0000
293,290,246,275,0.0000,0.0000,0.0000,0.0000
294,259,233,188,0.0000,0.0000,0.1500,0.0000
294,259,233,206,0.0000,0.0000,-0.1125,0.0000
294,259,233,282,0.0000,0.0000,0.1500,0.0000
295,259,233,188,0.0000,0.0000,0.1500,0.0000
295,259,233,206,-1.5925,-0.4125,0.2465,0.0000
295,259,233,282,0.0000,0.0000,0.1500,0.0000
296,330,283,226,0.0000,0.0000,0.0000,0.0000
296,330,283,286,-0.0950,-0.2085,0.2090,0.0000
296,330,283,303,0.0000,0.0000,0.0000,0.0000
297,237,190,138,0.0000,0.0000,0.0000,0.0000
297,237,190,221,0.0000,0.0000,0.0000,0.0000
297,237,214,178,0.0000,0.0000,0.0000,0.0000
297,237,214,229,0.0000,0.0000,0.0000,0.0000
297,237,227,169,0.0000,0.0000,0.1500,0.0000
297,237,227,232,0.0000,0.0000,0.1500,0.0000
297,237,227,281,0.0000,0.0000,0.1500,0.0000
298,343,321,310,0.9325,0.0445,0.1755,0.0000
298,343,321,311,0.0000,0.0000,0.0000,0.0000
298,343,327,276,0.0000,0.0000,0.0000,0.0000
298,343,327,376,0.2595,0.4385,2.6165,0.0000
299,248,182,136,0.0000,1.9500,0.0000,0.0000
299,248,182,187,0.0000,1.9500,0.0000,0.0000
302,220,175,129,0.2595,0.4385,2.6165,0.0000
302,220,175,199,0.0000,0.0000,0.0000,0.0000
302,220,186,154,0.9325,0.0445,0.1755,0.0000
302,220,186,205,0.0000,0.0000,0.0000,0.0000
302,358,315,266,0.0000,0.0000,0.1500,0.0000
302,358,315,292,0.0000,0.0000,0.1500,0.0000
302,358,315,357,0.0000,0.0000,0.1500,0.0000
305,291,218,172,0.0000,0.0000,0.0000,0.0000
305,291,218,202,0.0000,0.0000,0.0000,0.0000
305,291,218,230,0.2595,0.4385,2.6165,0.0000
306,302,220,175,0.0000,0.0000,0.2320,0.0000
306,302,220,186,0.0000,0.0000,-0.0380,0.0000
306,302,220,212,0.0000,0.0000,0.1500,0.0000
307,250,185,144,1.3235,0.4770,0.2610,0.0000
307,250,185,166,0.0000,0.0000,0.1500,0.0000
307,250,185,229,0.3390,0.6380,0.0000,0.0000
308,265,213,165,0.0000,0.0000,0.0000,0.0000
308,265,213,197,0.0000,0.0000,0.0000,0.0000
308,265,213,252,0.0000,0.2730,0.0000,0.0000
309,348,320,272,0.0000,0.0000,0.0000,0.0000
309,348,320,346,0.0000,0.0000,0.0000,0.0000
309,348,341,267,0.0000,0.0000,0.0000,0.0000
309,348,341,384,0.0000,0.0000,0.0000,0.0000
310,295,259,203,0.0000,0.0000,0.2320,0.0000
310,295,259,233,1.7945,1.0600,-0.5300,0.0000
310,295,259,294,0.0000,0.0000,0.2320,0.0000
311,321,310,295,0.0000,3.0445,0.0000,0.0000
311,321,310,319,0.0000,2.4500,0.0000,0.0000
313,230,218,172,0.0000,0.0000,0.1500,0.0000
313,230,218,202,0.0000,0.0000,0.1500,0.0000
313,230,218,291,0.4225,-0.4810,0.3565,0.0000
313,355,291,218,2.3765,-0.3670,0.0000,0.0000
313,355,291,305,0.2595,0.4385,2.6165,0.0000
314,293,290,246,0.3715,1.2540,-0.4025,0.0000
314,293,290,264,0.0000,0.0000,0.0000,0.0000
314,293,290,378,0.9325,0.0445,0.1755,0.0000
314,326,244,181,0.3715,1.2540,-0.4025,0.0000
314,326,244,238,0.0000,0.0000,0.0000,0.0000
315,358,302,220,0.6500,-0.0250,0.1000,0.0000
315,358,302,306,0.0000,0.0000,0.1500,0.0000
315,358,302,338,0.0000,0.0000,0.1500,0.0000
316,252,183,153,0.0000,0.0000,0.0000,0.0000
316,252,183,180,0.3715,1.2540,-0.4025,0.0000
316,252,213,165,0.0000,0.0000,0.2320,0.0000
316,252,213,197,0.0000,0.0000,0.2320,0.0000
316,252,213,265,-4.7285,-0.0770,-0.1265,0.0000
318,354,328,270,0.0000,0.0000,0.0000,0.0000
318,354,328,317,0.0000,0.0000,0.0000,0.0000
318,354,328,386,0.0000,0.0000,0.0000,0.0000
319,310,295,258,0.0000,0.0000,0.0000,0.0000
319,310,295,259,0.0000,0.0000,0.0000,0.0000
319,310,295,379,0.0000,0.0000,0.0000,0.0000
320,272,243,198,0.0000,0.0000,0.0000,0.0000
320,272,243,217,0.0000,0.0000,0.0000,0.0000
320,272,243,305,-1.5580,-0.1245,-0.1445,0.0000
320,348,341,267,-0.2980,0.1395,-2.4565,0.0000
320,348,341,384,0.0000,0.0000,0.0000,0.0000
321,310,295,258,0.0000,0.0000,0.0000,0.0000
321,310,295,259,0.2595,0.4385,2.6165,0.0000
321,310,295,379,-0.2980,0.1395,-2.4565,0.0000
321,343,298,236,0.0000,0.0000,-0.0380,0.0000
321,343,298,301,0.0000,0.0000,-0.0380,0.0000
321,343,298,332,-1.1175,-0.2680,0.0000,0.0000
321,343,327,276,0.0000,0.0000,0.0000,0.0000
321,343,327,376,-0.2980,0.1395,-2.4565,0.0000
323,287,250,185,0.0000,0.0000,0.1500,0.0000
323,287,250,216,0.0000,0.0000,0.1500,0.0000
323,287,250,307,0.0000,0.0000,0.1500,0.0000
325,332,298,236,0.0000,0.0000,0.1500,0.0000
325,332,298,301,0.0000,0.0000,0.1500,0.0000
325,332,298,343,0.0000,0.0000,0.1500,0.0000
326,244,181,127,1.1500,3.0445,0.0000,0.0000
326,244,181,192,0.0000,2.4500,0.0000,0.0000
326,314,293,277,0.0000,3.0445,0.0000,0.0000
326,314,293,290,1.1500,3.0445,0.0000,0.0000
327,343,298,236,0.0000,0.0000,0.2320,0.0000
327,343,298,301,0.0000,0.0000,0.2320,0.0000
327,343,298,332,0.3195,-0.1070,0.1995,0.0000
327,343,321,310,0.3715,1.2540,-0.4025,0.0000
327,343,321,311,0.0000,0.0000,0.0000,0.0000
327,376,355,291,0.3715,1.2540,-0.4025,0.0000
327,376,355,313,0.9325,0.0445,0.1755,0.0000
327,376,355,396,0.0000,0.0000,0.0000,0.0000
328,317,261,208,0.0000,3.0445,0.0000,0.0000
328,317,261,268,1.1500,3.0445,0.0000,0.0000
329,316,252,183,0.0000,0.0000,0.0000,0.0000
329,316,252,213,0.0000,0.0000,0.0000,0.0000
329,316,252,269,0.0000,0.0000,0.0000,0.0000
331,273,210,162,0.0000,0.0000,0.0000,0.0000
331,273,210,219,0.0000,0.0000,0.0000,0.0000
331,273,263,207,0.0000,0.0000,0.1500,0.0000
331,273,263,286,0.0000,0.0000,0.1500,0.0000
331,273,263,300,0.0000,0.0000,0.1500,0.0000
331,273,267,204,0.0000,0.0000,0.0000,0.0000
331,273,267,341,0.0000,0.0000,0.0000,0.0000
333,313,230,194,0.0000,0.0000,0.1500,0.0000
333,313,230,209,0.0000,0.0000,0.1500,0.0000
333,313,230,218,0.0000,0.0000,0.1500,0.0000
334,314,293,277,0.0000,2.4500,0.0000,0.0000
334,314,293,290,0.0000,2.4500,0.0000,0.0000
335,363,337,253,0.0000,0.0000,0.2320,0.0000
335,363,337,345,0.0000,0.0000,0.1500,0.0000
335,363,337,383,0.0000,0.0000,-0.0380,0.0000
336,287,250,185,0.0000,0.0000,0.1500,0.0000
336,287,250,216,0.0000,0.0000,0.1500,0.0000
336,287,250,307,0.0000,0.0000,0.1500,0.0000
337,253,200,137,1.1500,3.0445,0.0000,0.0000
337,253,200,224,0.0000,3.0445,0.0000,0.0000
338,302,220,175,0.0000,0.0000,0.2320,0.0000
338,302,220,186,0.0000,0.0000,-0.0380,0.0000
338,302,220,212,0.0000,0.0000,0.1500,0.0000
339,313,230,194,0.0000,0.0000,0.1500,0.0000
339,313,230,209,0.0000,0.0000,0.1500,0.0000
339,313,230,218,0.0000,0.0000,0.1500,0.0000
340,387,379,295,1.1500,3.0445,0.0000,0.0000
340,387,379,416,0.0000,3.0445,0.0000,0.0000
341,348,320,272,0.3715,1.2540,-0.4025,0.0000
341,348,320,346,0.0000,0.0000,0.0000,0.0000
343,321,310,295,1.1500,3.0445,0.0000,0.0000
343,321,310,319,0.0000,2.4500,0.0000,0.0000
344,382,340,280,0.0000,0.0000,0.1500,0.0000
344,382,340,324,0.0000,0.0000,0.1500,0.0000
344,382,340,387,0.0000,0.0000,0.2320,0.0000
345,337,253,200,0.0000,0.0000,0.0000,0.0000
345,337,253,231,0.0000,0.0000,0.0000,0.0000
346,320,272,243,0.0000,3.0445,0.0000,0.0000
346,320,272,257,0.0000,2.4500,0.0000,0.0000
347,307,250,185,0.0000,0.0000,0.1500,0.0000
347,307,250,216,0.0000,0.0000,0.1500,0.0000
347,307,250,287,0.0000,0.0000,0.1500,0.0000
347,307,274,234,0.0000,0.0000,0.1500,0.0000
347,307,274,240,0.0000,0.0000,0.1500,0.0000
347,307,274,322,0.0000,0.0000,0.1500,0.0000
348,320,272,243,1.1500,3.0445,0.0000,0.0000
348,320,272,257,0.0000,2.4500,0.0000,0.0000
348,341,267,204,0.0000,3.0445,0.0000,0.0000
348,341,267,273,1.1500,3.0445,0.0000,0.0000
349,286,263,207,0.0000,0.0000,0.1500,0.0000
349,286,263,273,0.0000,0.0000,0.1500,0.0000
349,286,263,300,0.0000,0.0000,0.1500,0.0000
349,286,283,226,0.0000,0.0000,0.1500,0.0000
349,286,283,303,0.0000,0.0000,0.1500,0.0000
349,286,283,330,0.0000,0.0000,-0.2910,0.0000
350,326,244,181,0.0000,0.0000,0.0000,0.0000
350,326,244,238,0.0000,0.0000,0.0000,0.0000
350,326,314,293,0.0000,0.0000,0.0000,0.0000
350,326,314,334,0.0000,0.0000,0.0000,0.0000
351,268,225,168,0.0000,0.0000,0.2320,0.0000
351,268,225,223,-4.7285,-0.0770,-0.1265,0.0000
351,268,225,255,0.0000,0.0000,0.2320,0.0000
351,268,261,208,0.0000,0.0000,0.0000,0.0000
351,268,261,317,0.3715,1.2540,-0.4025,0.0000
352,307,250,185,0.0000,0.0000,0.1500,0.0000
352,307,250,216,0.0000,0.0000,0.1500,0.0000
352,307,250,287,0.0000,0.0000,0.1500,0.0000
352,307,274,234,0.0000,0.0000,0.1500,0.0000
352,307,274,240,0.0000,0.0000,0.1500,0.0000
352,307,274,322,0.0000,0.0000,0.1500,0.0000
354,328,317,261,-0.2980,0.1395,-2.4565,0.0000
354,328,317,360,0.0000,0.0000,0.0000,0.0000
355,291,218,172,0.0000,0.0000,0.0000,0.0000
355,291,218,202,0.0000,0.0000,0.0000,0.0000
355,291,218,230,1.4295,1.0290,-5.6330,0.0000
355,313,230,194,0.0000,0.0000,0.1500,0.0000
355,313,230,209,0.0000,0.0000,0.1500,0.0000
355,313,230,218,0.6500,-0.0250,0.1000,0.0000
355,376,327,276,0.0000,2.4500,0.0000,0.0000
355,376,327,343,1.1500,3.0445,0.0000,0.0000
356,363,337,253,0.0000,0.0000,0.2320,0.0000
356,363,337,345,0.0000,0.0000,0.1500,0.0000
356,363,337,383,0.0000,0.0000,-0.0380,0.0000
358,302,220,175,0.2640,0.1615,0.2585,0.0000
358,302,220,186,-0.4580,0.2055,0.0000,0.0000
358,302,220,212,0.0000,0.0000,0.1500,0.0000
359,381,326,244,0.0000,0.0000,-0.0380,0.0000
359,381,326,314,0.0000,0.0000,0.2320,0.0000
359,381,326,350,0.0000,0.0000,0.1500,0.0000
360,317,261,208,0.0000,2.4500,0.0000,0.0000
360,317,261,268,0.0000,2.4500,0.0000,0.0000
361,284,228,173,0.0000,1.9500,0.0000,0.0000
361,284,228,235,0.0000,1.9500,0.0000,0.0000
361,284,271,215,0.0000,1.9500,0.0000,0.0000
361,284,271,312,0.0000,1.9500,0.0000,0.0000
362,386,328,270,0.0000,0.0000,0.1500,0.0000
362,386,328,317,0.0000,0.0000,0.2320,0.0000
362,386,328,354,0.0000,0.0000,-0.0380,0.0000
363,337,253,200,0.2595,0.4385,2.6165,0.0000
363,337,253,231,0.0000,0.0000,0.0000,0.0000
364,370,316,252,0.0000,3.0445,0.0000,0.0000
364,370,316,329,0.0000,2.4500,0.0000,0.0000
365,393,371,304,0.0000,3.6250,0.0000,0.0000
365,393,371,410,0.0000,3.6250,0.0000,0.0000
366,281,227,169,0.0000,0.0000,0.1500,0.0000
366,281,227,232,0.0000,0.0000,0.1500,0.0000
366,281,227,237,0.6500,-0.0250,0.1000,0.0000
366,281,256,196,0.0000,0.0000,0.1500,0.0000
366,281,256,247,0.0000,0.0000,0.1500,0.0000
366,281,256,289,0.0000,0.0000,0.1500,0.0000
367,366,281,227,0.0000,0.0000,0.1500,0.0000
367,366,281,256,0.0000,0.0000,0.1500,0.0000
367,366,281,285,0.0000,0.0000,0.1500,0.0000
368,351,268,225,0.0000,0.0000,0.0000,0.0000
368,351,268,239,0.0000,0.0000,0.0000,0.0000
368,351,268,261,0.0000,0.0000,0.0000,0.0000
369,361,284,228,0.0000,1.9500,0.0000,0.0000
369,361,284,271,0.0000,1.9500,0.0000,0.0000
370,316,252,183,-0.2980,0.1395,-2.4565,0.0000
370,316,252,213,0.2595,0.4385,2.6165,0.0000
370,316,252,269,0.0000,0.0000,0.0000,0.0000
370,427,400,354,-0.2980,0.1395,-2.4565,0.0000
370,427,400,424,0.0000,0.0000,0.0000,0.0000
371,410,386,328,0.0000,0.0000,0.0000,0.0000
371,410,386,362,0.0000,0.0000,0.0000,0.0000
371,410,386,428,0.0000,0.0000,0.0000,0.0000
372,378,290,246,0.0000,0.0000,0.2320,0.0000
372,378,290,264,0.0000,0.0000,0.1500,0.0000
372,378,290,293,0.0000,0.0000,-0.0380,0.0000
373,305,243,198,0.0000,0.0000,0.0000,0.0000
373,305,243,217,0.0000,0.0000,0.0000,0.0000
373,305,243,272,0.0000,0.0000,0.0000,0.0000
373,305,291,218,0.0000,3.0445,0.0000,0.0000
373,305,291,355,0.0000,3.0445,0.0000,0.0000
375,383,337,253,0.0000,0.0000,0.0000,0.0000
375,383,337,345,0.0000,0.0000,0.0000,0.0000
375,383,337,363,0.0000,0.0000,0.0000,0.0000
376,355,291,218,-0.8685,0.6255,-1.7505,0.0000
376,355,291,305,-0.2980,0.1395,-2.4565,0.0000
376,355,313,230,-0.8485,-0.2280,0.2925,0.0000
376,355,313,333,0.0000,0.0000,-0.0380,0.0000
376,355,313,339,0.0000,0.0000,-0.0380,0.0000
377,358,302,220,0.0000,0.0000,0.1500,0.0000
377,358,302,306,0.0000,0.0000,0.1500,0.0000
377,358,302,338,0.0000,0.0000,0.1500,0.0000
377,358,315,266,0.0000,0.0000,0.1500,0.0000
377,358,315,292,0.0000,0.0000,0.1500,0.0000
377,358,315,357,0.0000,0.0000,0.1500,0.0000
378,290,246,171,0.2595,0.4385,2.6165,0.0000
378,290,246,275,0.0000,0.0000,0.0000,0.0000
379,295,259,203,0.0000,0.0000,-0.0380,0.0000
379,295,259,233,-0.7635,1.7030,0.0000,0.0000
379,295,259,294,0.0000,0.0000,-0.0380,0.0000
379,387,340,280,0.0000,0.0000,0.0000,0.0000
379,387,340,324,0.0000,0.0000,0.0000,0.0000
379,387,340,382,0.2595,0.4385,2.6165,0.0000
380,381,326,244,0.0000,0.0000,-0.0380,0.0000
380,381,326,314,0.0000,0.0000,0.2320,0.0000
380,381,326,350,0.0000,0.0000,0.1500,0.0000
381,326,244,181,0.9325,0.0445,0.1755,0.0000
381,326,244,238,0.0000,0.0000,0.0000,0.0000
381,326,314,293,0.2595,0.4385,2.6165,0.0000
381,326,314,334,0.0000,0.0000,0.0000,0.0000
383,337,253,200,-0.2980,0.1395,-2.4565,0.0000
383,337,253,231,0.0000,0.0000,0.0000,0.0000
384,341,267,204,0.0000,2.4500,0.0000,0.0000
384,341,267,273,0.0000,2.4500,0.0000,0.0000
385,392,351,268,0.0000,3.0445,0.0000,0.0000
385,392,351,368,0.0000,2.4500,0.0000,0.0000
386,328,317,261,0.2595,0.4385,2.6165,0.0000
386,328,317,360,0.0000,0.0000,0.0000,0.0000
386,410,371,304,0.0000,3.6250,0.0000,0.0000
386,410,371,393,0.0000,3.6250,0.0000,0.0000
387,379,295,258,0.0000,0.0000,0.0000,0.0000
387,379,295,259,0.9325,0.0445,0.1755,0.0000
387,379,295,310,0.3715,1.2540,-0.4025,0.0000
387,444,432,382,0.4225,-0.4810,0.3565,0.0000
387,444,432,407,0.0000,0.0000,0.2320,0.0000
387,444,432,478,0.0000,0.0000,0.2320,0.0000
388,433,421,361,0.0000,0.0000,-0.2910,0.0000
388,433,421,412,0.0000,0.0000,0.1500,0.0000
388,433,421,470,0.0000,0.0000,0.1500,0.0000
389,366,281,227,0.0000,0.0000,0.1500,0.0000
389,366,281,256,0.0000,0.0000,0.1500,0.0000
389,366,281,285,0.0000,0.0000,0.1500,0.0000
390,419,417,378,0.0000,3.6250,0.0000,0.0000
390,419,417,459,0.0000,3.6250,0.0000,0.0000
391,343,298,236,0.0000,0.0000,0.1500,0.0000
391,343,298,301,0.0000,0.0000,0.1500,0.0000
391,343,298,332,0.0000,0.0000,0.1500,0.0000
391,343,321,310,0.0000,0.0000,0.0000,0.0000
391,343,321,311,0.0000,0.0000,0.0000,0.0000
391,343,327,276,0.0000,0.0000,0.0000,0.0000
391,343,327,376,0.0000,0.0000,0.0000,0.0000
392,351,268,225,0.2595,0.4385,2.6165,0.0000
392,351,268,239,0.0000,0.0000,0.0000,0.0000
392,351,268,261,-0.2980,0.1395,-2.4565,0.0000
392,474,471,433,-0.3390,0.8265,0.0000,0.0000
392,474,471,438,0.0000,0.0000,-0.0380,0.0000
392,474,471,522,0.0000,0.0000,-0.0380,0.0000
394,330,283,226,0.0000,0.0000,0.0885,0.0000
394,330,283,286,0.9145,0.1215,-0.2490,0.0000
394,330,283,303,0.0000,0.0000,0.0885,0.0000
395,430,394,330,0.0000,1.9500,0.0000,0.0000
395,430,394,436,0.0000,1.9500,0.0000,0.0000
396,355,291,218,0.0000,0.0000,0.0000,0.0000
396,355,291,305,0.0000,0.0000,0.0000,0.0000
396,355,313,230,0.0000,0.0000,0.1500,0.0000
396,355,313,333,0.0000,0.0000,0.1500,0.0000
396,355,313,339,0.0000,0.0000,0.1500,0.0000
397,378,290,246,0.0000,0.0000,0.2320,0.0000
397,378,290,264,0.0000,0.0000,0.1500,0.0000
397,378,290,293,0.0000,0.0000,-0.0380,0.0000
