ID1,ID2,ID3,Kt,theta0
504,474,471,37.5000,1.9321
504,474,503,35.0000,1.9111
505,493,427,58.3500,1.9670
505,493,485,37.5000,1.9321
506,459,417,63.0000,2.0944
506,459,458,35.0000,2.0944
506,508,463,63.0000,2.0944
508,463,419,63.0000,2.0944
508,463,464,35.0000,2.0944
508,506,459,63.0000,2.0944
509,434,402,35.0000,1.9111
509,434,405,80.0000,1.9408
509,434,431,35.0000,1.9111
510,505,457,33.0000,1.8815
510,505,493,37.5000,1.9321
511,503,474,38.0000,2.0665
512,520,503,80.0000,2.1450
513,472,393,63.0000,2.0944
513,472,500,70.0000,2.0944
513,487,410,63.0000,2.0944
514,461,413,37.5000,1.9321
514,461,435,63.0000,1.9391
514,461,488,37.5000,1.9321
514,515,454,80.0000,2.1014
515,514,461,63.0000,1.9391
515,514,498,35.0000,1.9111
516,437,404,35.0000,1.9111
516,437,422,63.0000,1.9391
516,437,425,35.0000,1.9111
516,530,496,35.0000,2.0909
517,509,434,35.0000,1.9111
519,547,507,37.5000,1.9321
520,503,474,50.0000,2.1276
520,503,511,35.0000,2.0909
521,487,410,35.0000,2.0944
521,487,513,35.0000,2.0944
522,471,433,37.5000,1.9321
522,471,438,33.0000,1.8815
522,471,474,37.5000,1.9321
523,460,411,37.5000,1.9321
523,460,447,37.5000,1.9321
523,460,476,37.5000,1.9321
523,536,494,37.5000,1.9321
524,543,520,35.0000,1.9111
526,499,448,33.0000,1.8815
526,499,473,37.5000,1.9321
527,453,406,80.0000,2.1450
527,453,444,70.0000,2.0351
527,543,520,63.0000,1.9216
527,543,524,35.0000,1.9111
528,509,434,35.0000,1.9111
528,509,517,35.0000,1.9111
529,473,418,63.0000,1.9216
529,473,440,35.0000,1.9111
529,473,499,63.0000,1.9391
530,516,437,70.0000,2.0351
531,507,451,33.0000,1.8815
531,507,495,33.0000,1.8815
532,534,482,33.0000,1.8815
533,506,459,35.0000,2.0944
533,506,508,35.0000,2.0944
534,567,525,70.0000,2.0351
535,568,534,37.5000,1.9321
536,523,460,58.3500,1.9670
536,523,502,37.5000,1.9321
537,509,434,35.0000,1.9111
537,509,517,35.0000,1.9111
537,509,528,35.0000,1.9111
538,508,463,35.0000,2.0944
538,508,506,35.0000,2.0944
539,529,473,80.0000,2.1014
540,467,429,35.0000,1.9111
540,467,443,35.0000,1.9111
540,467,479,35.0000,1.9111
540,563,518,35.0000,1.9111
541,525,475,35.0000,2.0944
542,499,448,35.0000,1.9111
542,499,473,50.0000,1.9111
542,499,526,35.0000,1.9111
543,520,503,70.0000,2.0351
543,520,512,80.0000,2.1014
543,527,453,50.0000,2.1276
544,491,452,35.0000,1.9111
544,491,456,37.5000,1.9321
544,491,484,33.0000,1.8815
545,500,472,35.0000,1.9722
547,507,451,37.5000,1.9321
547,507,495,37.5000,1.9321
547,507,531,37.5000,1.9321
547,551,501,37.5000,1.9321
549,505,457,33.0000,1.8815
549,505,493,37.5000,1.9321
549,505,510,33.0000,1.8815
550,536,494,33.0000,1.8815
550,536,523,37.5000,1.9321
551,547,507,58.3500,1.9670
551,547,519,37.5000,1.9321
552,483,445,63.0000,2.0944
552,483,450,35.0000,2.0944
553,557,493,37.5000,1.9321
555,542,499,55.0000,1.8937
556,570,529,35.0000,2.0909
557,493,427,58.3500,1.9670
557,493,485,37.5000,1.9321
557,493,505,58.3500,1.9670
558,489,445,63.0000,2.0944
558,489,466,35.0000,2.0944
558,592,552,63.0000,2.0944
559,516,437,80.0000,2.1014
559,516,530,80.0000,2.1450
561,583,548,33.0000,1.8815
562,527,453,35.0000,2.0909
562,527,543,38.0000,2.0665
563,540,467,62.0000,1.7261
564,593,554,33.0000,1.8815
565,600,563,37.5000,1.9321
567,525,475,35.0000,2.0909
567,525,541,35.0000,2.0909
567,534,482,35.0000,1.9111
567,534,532,35.0000,1.9111
568,534,482,37.5000,1.9321
568,534,532,37.5000,1.9321
568,534,567,63.0000,1.9391
568,571,560,38.0000,2.0665
569,513,472,35.0000,2.0944
569,513,487,35.0000,2.0944
570,529,473,70.0000,2.0351
570,529,539,80.0000,2.1450
571,568,534,80.0000,1.9146
571,568,535,35.0000,1.9111
572,557,493,37.5000,1.9321
572,557,553,33.0000,1.8815
573,497,456,58.3500,1.9670
573,497,465,37.5000,1.9321
573,497,486,37.5000,1.9321
573,602,566,37.5000,1.9321
574,587,523,37.5000,1.9321
575,552,483,35.0000,2.0944
576,515,454,80.0000,2.1450
576,515,514,70.0000,2.0351
576,588,546,35.0000,1.9111
577,583,548,33.0000,1.8815
577,583,561,33.0000,1.8815
578,573,497,37.5000,1.9321
579,551,501,33.0000,1.8815
579,551,547,37.5000,1.9321
580,536,494,33.0000,1.8815
580,536,523,37.5000,1.9321
580,536,550,33.0000,1.8815
581,551,501,33.0000,1.8815
581,551,547,37.5000,1.9321
581,551,579,33.0000,1.8815
582,530,496,35.0000,2.0944
582,530,516,35.0000,2.0909
585,514,461,80.0000,1.9146
585,514,498,35.0000,1.9111
585,514,515,63.0000,1.9216
586,571,560,35.0000,2.0909
586,571,568,50.0000,2.1276
586,588,546,35.0000,1.9111
586,588,576,63.0000,1.9216
587,523,460,58.3500,1.9670
587,523,502,37.5000,1.9321
587,523,536,58.3500,1.9670
588,576,515,50.0000,2.1276
588,586,571,70.0000,2.0351
590,558,489,35.0000,2.0944
592,552,483,63.0000,2.0944
592,552,575,35.0000,2.0944
592,558,489,63.0000,2.0944
592,558,590,35.0000,2.0944
594,615,591,33.0000,1.8815
596,585,514,38.0000,2.0665
597,619,593,37.5000,1.9321
598,600,563,37.5000,1.9321
598,600,565,33.0000,1.8815
599,563,518,33.0000,1.8815
599,563,540,35.0000,1.9111
600,563,518,37.5000,1.9321
600,563,540,50.0000,2.0019
600,563,599,37.5000,1.9321
601,586,571,80.0000,2.1450
601,586,588,80.0000,2.1014
602,573,497,58.3500,1.9670
602,573,578,37.5000,1.9321
602,605,595,38.0000,2.0665
603,573,497,37.5000,1.9321
603,573,578,33.0000,1.8815
603,573,602,37.5000,1.9321
604,557,493,37.5000,1.9321
604,557,553,33.0000,1.8815
604,557,572,33.0000,1.8815
605,602,566,35.0000,1.9111
605,602,573,80.0000,1.9146
606,623,570,35.0000,1.9111
607,587,523,37.5000,1.9321
607,587,574,33.0000,1.8815
610,622,585,80.0000,2.1450
611,605,595,35.0000,2.0909
611,605,602,50.0000,2.1276
611,613,547,63.0000,1.9391
612,576,515,35.0000,2.0909
612,576,588,38.0000,2.0665
613,547,507,58.3500,1.9670
613,547,519,37.5000,1.9321
613,547,551,58.3500,1.9670
613,611,605,70.0000,2.0351
614,632,587,63.0000,1.9391
617,619,593,37.5000,1.9321
617,619,597,33.0000,1.8815
618,641,613,38.0000,2.0665
619,593,554,37.5000,1.9321
619,593,564,37.5000,1.9321
620,543,520,63.0000,1.9391
620,543,524,37.5000,1.9321
620,543,527,80.0000,1.9146
622,585,514,50.0000,2.1276
622,585,596,35.0000,2.0909
623,570,529,50.0000,2.1276
623,570,556,38.0000,2.0665
623,645,609,37.5000,1.9321
624,611,605,80.0000,2.1450
624,611,613,80.0000,2.1014
626,567,525,80.0000,2.1450
626,567,534,80.0000,2.1014
627,643,608,33.0000,1.8815
628,634,614,50.0000,2.1276
629,650,628,37.5000,1.9321
631,620,543,37.5000,1.9321
632,587,523,58.3500,1.9670
632,587,574,37.5000,1.9321
632,587,607,37.5000,1.9321
632,614,589,80.0000,2.1014
633,568,534,63.0000,1.9391
633,568,535,35.0000,1.9111
633,568,571,63.0000,1.9216
633,639,593,50.0000,2.1276
634,614,589,80.0000,2.1450
634,614,632,70.0000,2.0351
634,628,584,35.0000,1.9111
635,632,587,37.5000,1.9321
635,632,614,35.0000,1.9111
636,620,543,37.5000,1.9321
636,620,631,33.0000,1.8815
637,660,628,80.0000,2.1014
638,642,620,70.0000,2.0944
639,593,554,35.0000,1.9111
639,593,564,35.0000,1.9111
639,593,619,80.0000,1.9146
639,633,568,70.0000,2.0351
640,613,547,37.5000,1.9321
640,613,611,35.0000,1.9111
641,613,547,80.0000,1.9146
641,613,611,63.0000,1.9216
641,613,640,35.0000,1.9111
642,620,543,63.0000,1.9897
642,620,631,35.0000,1.9111
642,620,636,35.0000,1.9111
642,638,621,35.0000,2.0944
643,669,630,37.5000,1.9321
644,592,552,70.0000,2.0944
644,592,558,70.0000,2.0944
645,623,570,80.0000,1.9146
645,623,606,37.5000,1.9321
646,583,548,37.5000,1.9321
646,583,561,37.5000,1.9321
646,583,577,37.5000,1.9321
646,650,628,58.3500,1.9670
646,650,629,37.5000,1.9321
647,588,546,37.5000,1.9321
647,588,576,80.0000,1.9146
647,588,586,63.0000,1.9391
648,615,591,33.0000,1.8815
648,615,594,33.0000,1.8815
649,647,588,37.5000,1.9321
650,628,584,37.5000,1.9321
650,628,634,80.0000,1.9146
650,646,583,58.3500,1.9670
652,647,588,37.5000,1.9321
652,647,649,33.0000,1.8815
654,615,591,35.0000,1.9111
654,615,594,35.0000,1.9111
654,615,648,35.0000,1.9111
654,703,653,35.0000,1.9111
656,602,566,35.0000,1.9111
656,602,573,63.0000,1.9391
656,602,605,63.0000,1.9216
657,600,563,58.3500,1.9670
657,600,565,37.5000,1.9321
657,600,598,37.5000,1.9321
658,664,638,35.0000,2.0944
659,634,614,35.0000,2.0909
659,634,628,38.0000,2.0665
660,628,584,35.0000,1.9111
660,628,634,63.0000,1.9216
660,628,650,63.0000,1.9391
661,657,600,37.5000,1.9321
663,656,602,80.0000,2.1014
664,638,621,35.0000,2.0944
664,638,642,63.0000,2.0944
665,685,657,80.0000,2.1014
666,646,583,37.5000,1.9321
666,646,650,37.5000,1.9321
667,644,592,35.0000,1.9722
669,643,608,37.5000,1.9321
669,643,627,37.5000,1.9321
669,683,622,63.0000,1.9391
671,668,625,33.0000,1.8815
672,645,609,33.0000,1.8815
672,645,623,37.5000,1.9321
673,699,645,63.0000,1.9391
674,623,570,63.0000,1.9216
674,623,606,35.0000,1.9111
674,623,645,63.0000,1.9391
674,688,655,35.0000,2.0909
675,642,620,70.0000,2.0944
675,642,638,63.0000,2.0944
676,694,646,37.5000,1.9321
677,668,625,33.0000,1.8815
677,668,671,33.0000,1.8815
678,675,642,35.0000,2.0944
681,633,568,80.0000,2.1014
681,633,639,80.0000,2.1450
683,622,585,70.0000,2.0351
683,622,610,80.0000,2.1014
683,669,630,37.5000,1.9321
683,669,643,58.3500,1.9670
684,708,657,38.0000,2.0665
685,657,600,63.0000,1.9391
685,657,661,35.0000,1.9111
686,694,646,37.5000,1.9321
686,694,676,33.0000,1.8815
687,619,593,58.3500,1.9670
687,619,597,37.5000,1.9321
687,619,617,37.5000,1.9321
687,709,639,80.0000,1.9146
688,674,623,70.0000,2.0351
689,710,670,35.0000,1.9111
690,711,673,35.0000,2.0909
691,687,619,37.5000,1.9321
692,647,588,37.5000,1.9321
692,647,649,33.0000,1.8815
692,647,652,33.0000,1.8815
694,646,583,58.3500,1.9670
694,646,650,58.3500,1.9670
694,646,666,37.5000,1.9321
695,696,632,38.0000,2.0665
696,632,587,80.0000,1.9146
696,632,614,63.0000,1.9216
696,632,635,35.0000,1.9111
697,664,638,63.0000,2.0944
697,664,658,35.0000,2.0944
697,707,675,63.0000,2.0944
699,645,609,37.5000,1.9321
699,645,623,58.3500,1.9670
699,645,672,37.5000,1.9321
699,673,616,80.0000,2.1014
701,674,623,80.0000,2.1014
701,674,688,80.0000,2.1450
703,654,615,62.0000,1.7261
704,643,608,35.0000,1.9111
704,643,627,35.0000,1.9111
704,643,669,63.0000,1.9391
704,706,662,35.0000,2.0909
706,704,643,70.0000,2.0351
707,675,642,63.0000,2.0944
707,675,678,35.0000,2.0944
707,697,664,63.0000,2.0944
708,657,600,80.0000,1.9146
708,657,661,35.0000,1.9111
708,657,685,63.0000,1.9216
709,639,593,50.0000,2.0595
709,639,633,50.0000,2.1276
709,687,619,58.3500,1.9670
709,687,691,37.5000,1.9321
711,673,616,80.0000,2.1450
711,673,699,70.0000,2.0351
713,650,628,37.5000,1.9321
713,650,629,33.0000,1.8815
713,650,646,37.5000,1.9321
714,641,613,50.0000,2.1276
714,641,618,35.0000,2.0909
714,744,688,63.0000,1.9216
715,734,668,58.3500,1.9670
717,683,622,63.0000,1.9216
717,683,669,80.0000,1.9146
718,724,656,35.0000,2.0909
719,717,683,38.0000,2.0665
720,669,630,33.0000,1.8815
720,669,643,37.5000,1.9321
720,669,683,37.5000,1.9321
721,715,651,33.0000,1.8815
722,699,645,37.5000,1.9321
722,699,673,35.0000,1.9111
724,656,602,70.0000,2.0351
724,656,663,80.0000,2.1450
725,734,668,37.5000,1.9321
725,734,715,37.5000,1.9321
726,703,653,33.0000,1.8815
726,703,654,35.0000,1.9111
727,697,664,35.0000,2.0944
727,697,707,35.0000,2.0944
728,752,700,33.0000,1.8815
729,710,670,35.0000,1.9111
729,710,689,35.0000,1.9111
730,683,622,35.0000,1.9111
730,683,669,37.5000,1.9321
730,683,717,35.0000,1.9111
732,687,619,37.5000,1.9321
732,687,691,33.0000,1.8815
732,687,709,37.5000,1.9321
733,709,639,35.0000,1.9111
733,709,687,37.5000,1.9321
734,668,625,37.5000,1.9321
734,668,671,37.5000,1.9321
734,668,677,37.5000,1.9321
734,715,651,37.5000,1.9321
734,715,721,37.5000,1.9321
735,660,628,70.0000,2.0351
735,660,637,80.0000,2.1450
736,707,675,35.0000,2.0944
736,707,697,35.0000,2.0944
737,767,712,35.0000,1.9111
738,685,657,70.0000,2.0351
738,685,665,80.0000,2.1450
738,771,723,35.0000,1.9111
740,760,705,33.0000,1.8815
741,778,731,35.0000,1.9111
744,688,655,38.0000,2.0665
744,688,674,50.0000,2.1276
744,714,641,70.0000,2.0351
744,753,693,37.5000,1.9321
747,769,737,50.0000,2.1276
748,773,703,37.5000,1.9321
749,717,683,50.0000,2.1276
749,717,719,35.0000,2.0909
749,788,735,63.0000,1.9216
750,749,717,80.0000,2.1450
751,706,662,35.0000,2.0944
751,706,704,35.0000,2.0909
753,744,688,80.0000,1.9146
753,744,714,63.0000,1.9391
754,738,685,35.0000,2.0909
755,735,660,35.0000,2.0909
756,715,651,33.0000,1.8815
756,715,721,33.0000,1.8815
756,715,734,37.5000,1.9321
757,699,645,37.5000,1.9321
757,699,673,35.0000,1.9111
757,699,722,33.0000,1.8815
758,694,646,37.5000,1.9321
758,694,676,33.0000,1.8815
758,694,686,33.0000,1.8815
759,704,643,80.0000,2.1014
759,704,706,80.0000,2.1450
760,784,710,80.0000,1.9408
761,747,679,33.0000,1.8815
762,781,709,70.0000,2.0351
763,793,753,37.5000,1.9321
764,714,641,80.0000,2.1450
764,714,744,80.0000,2.1014
766,711,673,35.0000,2.0909
766,711,690,35.0000,2.0944
767,737,682,80.0000,2.1014
768,791,745,33.0000,1.8815
769,737,682,80.0000,2.1450
769,737,767,70.0000,2.0351
769,747,679,35.0000,1.9111
769,747,761,35.0000,1.9111
770,741,680,80.0000,2.1991
771,738,685,50.0000,2.1276
771,738,754,38.0000,2.0665
771,799,739,50.0000,1.9111
772,752,700,35.0000,1.9111
772,752,728,35.0000,1.9111
773,703,653,37.5000,1.9321
773,703,654,50.0000,2.0019
773,703,726,37.5000,1.9321
774,696,632,50.0000,2.1276
774,696,695,35.0000,2.0909
775,812,773,37.5000,1.9321
776,792,743,33.0000,1.8815
778,741,680,70.0000,2.0420
778,741,770,70.0000,2.0420
778,813,762,80.0000,1.9146
779,806,767,50.0000,2.1276
780,747,679,33.0000,1.8815
780,747,761,33.0000,1.8815
780,747,769,35.0000,1.9111
781,709,639,63.0000,1.9216
781,709,687,63.0000,1.9391
781,709,733,35.0000,1.9111
781,762,698,35.0000,2.0909
782,811,767,37.5000,1.9321
784,710,670,35.0000,1.9111
784,710,689,35.0000,1.9111
784,710,729,35.0000,1.9111
784,760,705,37.5000,1.9321
784,760,740,37.5000,1.9321
785,774,696,80.0000,2.1450
786,708,657,50.0000,2.1276
786,708,684,35.0000,2.0909
787,753,693,33.0000,1.8815
787,753,744,37.5000,1.9321
788,735,660,50.0000,2.1276
788,735,755,38.0000,2.0665
788,749,717,70.0000,2.0351
788,749,750,80.0000,2.1014
789,788,735,35.0000,1.9111
789,788,749,35.0000,1.9111
791,819,786,63.0000,1.9391
792,829,779,63.0000,1.9391
792,847,772,68.0000,1.8099
793,753,693,37.5000,1.9321
793,753,744,58.3500,1.9670
793,753,787,37.5000,1.9321
793,807,765,70.0000,2.0420
795,801,746,33.0000,1.8815
796,821,752,80.0000,1.9146
799,739,716,55.0000,1.8937
799,771,723,37.5000,1.9321
799,771,738,80.0000,1.9146
799,833,797,37.5000,1.9321
800,744,688,35.0000,1.9111
800,744,714,35.0000,1.9111
800,744,753,37.5000,1.9321
801,823,760,58.3500,1.9670
802,784,710,35.0000,1.9111
802,784,760,37.5000,1.9321
803,769,737,35.0000,2.0909
803,769,747,38.0000,2.0665
804,819,786,63.0000,1.9216
804,819,791,80.0000,1.9146
805,724,656,50.0000,2.1276
805,724,718,38.0000,2.0665
805,828,804,70.0000,2.0351
806,767,712,35.0000,1.9111
806,767,737,63.0000,1.9216
806,779,702,80.0000,2.1450
807,793,753,63.0000,1.9391
807,793,763,35.0000,1.9111
808,805,724,35.0000,1.9111
809,773,703,37.5000,1.9321
809,773,748,33.0000,1.8815
810,734,668,58.3500,1.9670
810,734,715,58.3500,1.9670
810,734,725,37.5000,1.9321
811,767,712,37.5000,1.9321
811,767,737,63.0000,1.9391
811,767,806,80.0000,1.9146
812,773,703,58.3500,1.9670
812,773,748,37.5000,1.9321
812,773,809,37.5000,1.9321
813,762,698,38.0000,2.0665
813,762,781,50.0000,2.1276
813,778,731,37.5000,1.9321
813,778,741,63.0000,1.9391
813,844,796,70.0000,2.0351
814,786,708,80.0000,2.1450
816,778,731,33.0000,1.8815
816,778,741,35.0000,1.9111
816,778,813,37.5000,1.9321
817,850,812,80.0000,2.1014
818,810,734,37.5000,1.9321
819,786,708,70.0000,2.0351
819,786,814,80.0000,2.1014
819,791,745,37.5000,1.9321
819,791,768,37.5000,1.9321
819,804,777,38.0000,2.0665
820,810,734,37.5000,1.9321
820,810,818,33.0000,1.8815
821,752,700,37.5000,1.9321
821,752,728,37.5000,1.9321
821,752,772,50.0000,2.0019
821,796,742,38.0000,2.0665
822,835,783,35.0000,1.9111
823,760,705,37.5000,1.9321
823,760,740,37.5000,1.9321
823,760,784,58.3500,1.9670
823,801,746,37.5000,1.9321
823,801,795,37.5000,1.9321
825,784,710,35.0000,1.9111
825,784,760,37.5000,1.9321
825,784,802,33.0000,1.8815
826,838,798,33.0000,1.8815
827,852,821,70.0000,2.0351
827,853,801,80.0000,1.9146
828,804,777,35.0000,2.0909
828,804,819,50.0000,2.1276
828,805,724,63.0000,1.9216
828,805,808,35.0000,1.9111
829,779,702,80.0000,2.1014
829,779,806,70.0000,2.0351
829,792,743,37.5000,1.9321
829,792,776,37.5000,1.9321
830,811,767,37.5000,1.9321
830,811,782,33.0000,1.8815
831,838,798,33.0000,1.8815
831,838,826,33.0000,1.8815
833,799,739,50.0000,1.9111
833,799,771,58.3500,1.9670
834,771,723,35.0000,1.9111
834,771,738,63.0000,1.9216
834,771,799,63.0000,1.9391
835,783,794,55.0000,1.8937
835,839,774,63.0000,1.9391
836,823,760,37.5000,1.9321
836,823,801,37.5000,1.9321
837,799,739,35.0000,1.9111
837,799,771,37.5000,1.9321
837,799,833,37.5000,1.9321
839,774,696,70.0000,2.0351
839,774,785,80.0000,2.1014
839,835,783,50.0000,1.9111
839,835,822,37.5000,1.9321
839,862,824,38.0000,2.0665
840,781,709,80.0000,2.1014
840,781,762,80.0000,2.1450
842,834,771,80.0000,2.1014
843,829,779,35.0000,1.9111
843,829,792,37.5000,1.9321
844,796,742,35.0000,2.0909
844,796,821,50.0000,2.1276
844,813,762,63.0000,1.9216
844,813,778,63.0000,1.9391
845,793,753,37.5000,1.9321
845,793,763,33.0000,1.8815
845,793,807,35.0000,1.9111
846,791,745,35.0000,1.9111
846,791,768,35.0000,1.9111
846,791,819,63.0000,2.0176
846,851,815,35.0000,2.0944
847,772,752,68.0000,1.8099
847,792,743,35.0000,1.9111
847,792,776,35.0000,1.9111
847,792,829,50.0000,2.0019
848,833,797,33.0000,1.8815
848,833,799,37.5000,1.9321
849,853,801,37.5000,1.9321
849,853,827,35.0000,1.9111
850,812,773,63.0000,1.9391
850,812,775,35.0000,1.9111
851,846,791,70.0000,2.1817
852,821,752,63.0000,1.9391
852,821,796,63.0000,1.9216
852,827,790,35.0000,2.0909
853,801,746,37.5000,1.9321
853,801,795,37.5000,1.9321
853,801,823,58.3500,1.9670
853,827,790,38.0000,2.0665
853,827,852,50.0000,2.1276
854,857,805,37.5000,1.9321
855,857,805,63.0000,1.9391
855,857,854,35.0000,1.9111
856,813,762,35.0000,1.9111
856,813,778,37.5000,1.9321
856,813,844,35.0000,1.9111
857,805,724,80.0000,1.9146
857,805,808,37.5000,1.9321
857,805,828,63.0000,1.9391
857,855,832,80.0000,2.1014
858,860,788,37.5000,1.9321
859,806,767,38.0000,2.0665
859,806,779,35.0000,2.0909
860,788,735,80.0000,1.9146
860,788,749,63.0000,1.9391
860,788,789,37.5000,1.9321
861,821,752,37.5000,1.9321
861,821,796,35.0000,1.9111
861,821,852,35.0000,1.9111
862,839,774,63.0000,1.9216
862,839,835,80.0000,1.9146
863,889,860,37.5000,1.9321
864,807,765,80.0000,2.1991
864,807,793,70.0000,2.0420
865,812,773,80.0000,1.9146
865,812,775,35.0000,1.9111
865,812,850,63.0000,1.9216
866,881,811,37.5000,1.9321
867,828,804,80.0000,2.1450
867,828,805,80.0000,2.1014
869,879,834,35.0000,2.0909
870,823,760,37.5000,1.9321
870,823,801,37.5000,1.9321
870,823,836,33.0000,1.8815
871,872,855,35.0000,2.0909
872,855,832,80.0000,2.1450
872,855,857,70.0000,2.0351
873,878,810,37.5000,1.9321
875,819,786,35.0000,1.9111
875,819,791,37.5000,1.9321
875,819,804,35.0000,1.9111
876,878,810,63.0000,1.9391
876,878,873,35.0000,1.9111
877,888,865,80.0000,2.1450
878,810,734,58.3500,1.9670
878,810,818,37.5000,1.9321
878,810,820,37.5000,1.9321
878,876,841,80.0000,2.1014
879,834,771,70.0000,2.0351
879,834,842,80.0000,2.1450
880,865,812,38.0000,2.0665
881,811,767,58.3500,1.9670
881,811,782,37.5000,1.9321
881,811,830,37.5000,1.9321
882,900,868,33.0000,1.8815
883,839,774,35.0000,1.9111
883,839,835,37.5000,1.9321
883,839,862,35.0000,1.9111
884,833,797,33.0000,1.8815
884,833,799,37.5000,1.9321
884,833,848,33.0000,1.8815
885,872,855,35.0000,2.0909
885,872,871,35.0000,2.0944
886,891,829,38.0000,2.0665
888,865,812,50.0000,2.1276
888,865,880,35.0000,2.0909
889,860,788,58.3500,1.9670
889,860,858,37.5000,1.9321
890,915,881,80.0000,2.1014
891,829,779,63.0000,1.9216
891,829,792,80.0000,1.9146
891,829,843,35.0000,1.9111
892,889,860,37.5000,1.9321
892,889,863,33.0000,1.8815
893,904,860,37.5000,1.9321
894,897,835,37.5000,1.9321
896,852,821,80.0000,2.1014
896,852,827,80.0000,2.1450
897,835,783,50.0000,1.9111
897,835,822,37.5000,1.9321
897,835,839,58.3500,1.9670
898,846,791,70.0000,2.2445
898,846,851,85.0000,1.8570
898,919,895,35.0000,2.0944
900,934,888,63.0000,1.9391
900,937,899,50.0000,2.0019
901,851,815,35.0000,2.1223
901,851,846,70.0000,1.8972
901,931,898,70.0000,1.8221
902,844,796,80.0000,2.1450
902,844,813,80.0000,2.1014
903,904,860,37.5000,1.9321
903,904,893,33.0000,1.8815
904,860,788,58.3500,1.9670
904,860,858,37.5000,1.9321
904,860,889,58.3500,1.9670
905,881,811,37.5000,1.9321
905,881,866,33.0000,1.8815
906,857,805,37.5000,1.9321
906,857,854,33.0000,1.8815
906,857,855,35.0000,1.9111
907,838,798,37.5000,1.9321
907,838,826,37.5000,1.9321
907,838,831,37.5000,1.9321
907,921,887,37.5000,1.9321
908,876,841,80.0000,2.1450
908,876,878,70.0000,2.0351
908,916,874,35.0000,1.9111
909,907,838,37.5000,1.9321
911,850,812,70.0000,2.0351
911,850,817,80.0000,2.1450
913,897,835,37.5000,1.9321
913,897,894,33.0000,1.8815
914,901,851,35.0000,2.0944
915,881,811,63.0000,1.9391
915,881,866,35.0000,1.9111
915,881,905,35.0000,1.9111
916,908,876,50.0000,2.1276
916,939,912,37.5000,1.9321
917,862,824,35.0000,2.0909
917,862,839,50.0000,2.1276
917,929,879,63.0000,1.9216
918,921,887,33.0000,1.8815
918,921,907,37.5000,1.9321
919,898,846,85.0000,2.3544
920,853,801,63.0000,1.9391
920,853,827,63.0000,1.9216
920,853,849,35.0000,1.9111
920,936,910,35.0000,2.0909
921,907,838,58.3500,1.9670
921,907,909,37.5000,1.9321
922,942,911,35.0000,1.9111
925,930,878,38.0000,2.0665
927,908,876,35.0000,2.0909
927,908,916,38.0000,2.0665
928,911,850,35.0000,2.0909
929,879,834,50.0000,2.1276
929,879,869,38.0000,2.0665
929,917,862,70.0000,2.0351
930,878,810,80.0000,1.9146
930,878,873,35.0000,1.9111
930,878,876,63.0000,1.9216
931,898,846,85.0000,1.8989
931,898,919,85.0000,2.0281
931,901,851,70.0000,1.9478
931,901,914,35.0000,2.1485
932,945,907,37.5000,1.9321
933,889,860,37.5000,1.9321
933,889,863,33.0000,1.8815
933,889,892,33.0000,1.8815
934,888,865,70.0000,2.0351
934,888,877,80.0000,2.1014
934,900,868,37.5000,1.9321
934,900,882,37.5000,1.9321
935,897,835,37.5000,1.9321
935,897,894,33.0000,1.8815
935,897,913,33.0000,1.8815
936,920,853,70.0000,2.0351
937,900,868,37.5000,1.9321
937,900,882,37.5000,1.9321
937,900,934,58.3500,1.9670
938,955,899,35.0000,1.9111
939,916,874,37.5000,1.9321
939,916,908,80.0000,1.9146
939,953,923,37.5000,1.9321
940,951,916,80.0000,2.1014
941,891,829,50.0000,2.1276
941,891,886,35.0000,2.0909
942,911,850,50.0000,2.1276
942,911,928,38.0000,2.0665
943,904,860,37.5000,1.9321
943,904,893,33.0000,1.8815
943,904,903,33.0000,1.8815
944,929,879,35.0000,1.9111
944,929,917,35.0000,1.9111
945,907,838,58.3500,1.9670
945,907,909,37.5000,1.9321
945,907,921,58.3500,1.9670
947,920,853,80.0000,2.1014
947,920,936,80.0000,2.1450
948,945,907,37.5000,1.9321
948,945,932,33.0000,1.8815
949,970,929,37.5000,1.9321
951,916,874,35.0000,1.9111
951,916,908,63.0000,1.9216
951,916,939,63.0000,1.9391
952,941,891,80.0000,2.1450
953,939,912,37.5000,1.9321
953,939,916,58.3500,1.9670
954,917,862,80.0000,2.1450
954,917,929,80.0000,2.1014
955,899,937,62.0000,1.7261
956,934,888,35.0000,1.9111
956,934,900,37.5000,1.9321
957,921,887,33.0000,1.8815
957,921,907,37.5000,1.9321
957,921,918,33.0000,1.8815
958,968,934,38.0000,2.0665
959,937,899,35.0000,1.9111
959,937,900,37.5000,1.9321
961,962,953,70.0000,2.0420
962,953,923,35.0000,1.9111
962,953,939,63.0000,1.9391
965,919,895,35.0000,2.0944
965,919,898,63.0000,2.0944
967,942,911,63.0000,1.9216
967,942,922,35.0000,1.9111
967,976,966,35.0000,2.0909
968,934,888,63.0000,1.9216
968,934,900,80.0000,1.9146
968,934,956,35.0000,1.9111
969,915,881,70.0000,2.0351
969,915,890,80.0000,2.1450
970,929,879,80.0000,1.9146
970,929,917,63.0000,1.9391
970,929,944,37.5000,1.9321
970,991,946,37.5000,1.9321
973,971,926,33.0000,1.8815
974,937,899,35.0000,1.9111
974,937,900,37.5000,1.9321
974,937,959,33.0000,1.8815
976,967,942,70.0000,2.0351
